epoch,stage,train_acc,train_loss,test_full,test_100,flops_T,time_s,sparsity,E_airplane,C_airplane,acc_airplane,E_automobile,C_automobile,acc_automobile,E_bird,C_bird,acc_bird,E_cat,C_cat,acc_cat,E_deer,C_deer,acc_deer,E_dog,C_dog,acc_dog,E_frog,C_frog,acc_frog,E_horse,C_horse,acc_horse,E_ship,C_ship,acc_ship,E_truck,C_truck,acc_truck
29,3,0.91408,0.2616540444612503,0.8446,0.844,1.4008495260146545,480.58500123023987,0.9693665569498596,0.27656239530128635,0.7198572741127668,0.86,0.13251717780242556,0.8674828221975744,0.95,0.36442617478314787,0.6414374430944231,0.74,0.5112481899559498,0.48722379084448425,0.62,0.27421123413749193,0.7264684224216154,0.82,0.40332585592202996,0.5969972456520309,0.84,0.2410452911263208,0.7489234496921311,0.86,0.2167553799268457,0.7846419159471466,0.98,0.164536920515516,0.8412423361105353,0.93,0.17356993678134,0.8243363740445918,0.84
30,3,0.922,0.22151511233329774,0.8579,0.862,1.4088419340503686,496.66176891326904,0.9713891705172647,0.2489983142990315,0.7504558464350674,0.88,0.10471116660918671,0.8967927114928239,0.95,0.31884079448622177,0.6723908629263656,0.92,0.48869845461176364,0.5171637710716043,0.77,0.2358021977308862,0.7590957614527872,0.76,0.34831107963394486,0.6524715038071083,0.72,0.20708497975031104,0.7949346719399969,0.87,0.1866717643593913,0.8133282356406086,0.96,0.1456231858845021,0.8547801392839518,0.9,0.14861366188638292,0.8563951292878245,0.89
31,3,0.93144,0.20585471015930176,0.8703,0.873,1.4168607446371033,513.6159341335297,0.9712946559627297,0.23722450202212156,0.7605090721104085,0.86,0.09711742659221867,0.8984346668065957,0.95,0.2850684766439075,0.7166686289592132,0.85,0.42942359580715395,0.57554711529757,0.68,0.22125499009876987,0.7806109406044517,0.88,0.32051419241505924,0.681437697917299,0.81,0.1799114680509273,0.8150047423182607,0.89,0.17079987452026607,0.829200125479734,0.97,0.14645986656859702,0.8536230404512323,0.96,0.14268928285146473,0.858750660754075,0.88
32,3,0.93632,0.1900685044193268,0.8648,0.876,1.424894966065675,529.7176406383514,0.97123948898852,0.20751278312895827,0.7947017946042957,0.81,0.07736940509345876,0.9226305949065412,0.98,0.27820774398706094,0.7252408609421429,0.91,0.3970490384428781,0.6044205493502774,0.8,0.24285238122624553,0.7601735221592671,0.91,0.31316773414288707,0.6885477361906016,0.76,0.1599556034492039,0.8400443965507961,0.83,0.15672376546955297,0.8444006767623454,0.95,0.12828492028154648,0.8728867136237475,0.9,0.11011638507135307,0.8898836149286469,0.91
33,3,0.9364,0.18653372974395752,0.867,0.863,1.4327998100707768,545.8173241615295,0.9717026279305331,0.19623944765712342,0.8037605523428766,0.73,0.08865023660251717,0.9113497633974827,0.94,0.24330810547274137,0.7578712004018301,0.9,0.3796001000481905,0.6231032637499121,0.7,0.18821191218116187,0.8117880878188382,0.9,0.3072593978092987,0.6931095093260614,0.72,0.16582814823480901,0.8345172637227176,0.87,0.15657674782162256,0.8440428746959826,0.97,0.12039274828863682,0.8796072517113632,0.95,0.1220531499520246,0.8779468500479755,0.95
34,3,0.94408,0.16500932554244996,0.8703,0.876,1.4405115530554704,562.6017894744873,0.9723938814730402,0.1945168515334704,0.8054831484665296,0.82,0.07757320797496825,0.9173247512087053,0.95,0.22745411429668264,0.7745680705910283,0.91,0.3277955754964175,0.6737337221619578,0.72,0.19455509416804154,0.7958274835237178,0.88,0.2688677190726965,0.7260302401109769,0.77,0.15079761620751125,0.8529107944204767,0.91,0.1346024987991657,0.8653975012008344,0.93,0.11969252379957633,0.8803074762004237,0.92,0.09679964463534166,0.8980983145483318,0.95
35,3,0.93784,0.17891044313192367,0.8621,0.858,1.4483969038207767,578.7084541320801,0.9717724088723191,0.18631805148930763,0.8136819485106923,0.81,0.09230085566961481,0.9076991443303852,0.85,0.23946369013140853,0.7561929084560168,0.77,0.3544703088130574,0.6404276503706161,0.85,0.18775667535908502,0.812243324640915,0.89,0.2782506143935001,0.7256076222405013,0.7,0.18803368284953853,0.8127466380478557,0.88,0.14053923388431086,0.8543587252993626,0.87,0.11770393161224296,0.8790955854305399,0.98,0.11340398458664172,0.8865960154133583,0.98
36,4,0.8638181818181818,0.41337154841423035,0.8614,0.864,1.4571180450765906,593.2697286605835,0.9645232808534779,0.4375994453520709,0.5831490777335454,0.87,0.19285642729310407,0.8087084184962064,0.98,0.5603491843049956,0.4615690736966424,0.84,0.6917287109766243,0.3459034002234423,0.82,0.4061388834616505,0.5909932501442178,0.64,0.577756212320352,0.4389669214765173,0.81,0.3556001117469223,0.663504641375851,0.88,0.33467422648018963,0.671397666108448,0.94,0.26193572640917157,0.7438616666910347,0.92,0.29582135671706394,0.7069119577361054,0.94
37,4,0.899090909090909,0.3030750311721455,0.8756,0.892,1.464068294157986,607.9088129997253,0.9717270908214384,0.31994210318987104,0.680057896810129,0.89,0.14432808508072387,0.8556719149192762,0.96,0.4350186132630983,0.570862942288608,0.85,0.5623634769148085,0.45324009244308566,0.82,0.32006628083086813,0.680776646669391,0.87,0.47786642196804807,0.531656300242947,0.82,0.2606886263278876,0.7437910432264014,0.93,0.2582194800434504,0.7431773617376335,0.91,0.1905172158106769,0.8126533950496597,0.95,0.2298522821815717,0.7717077099876533,0.92
38,4,0.9123636363636364,0.2516063045805151,0.8729,0.87,1.470636239902172,622.5537955760956,0.97328226206854,0.2558399348433108,0.7441600651566892,0.8,0.11723362321191727,0.8769524232997107,0.94,0.3542071519159647,0.6478817649402244,0.83,0.504513717668001,0.5088779836200005,0.79,0.25209059041569776,0.7532501770455023,0.86,0.4207151159969007,0.584442141931504,0.78,0.20383362671858524,0.7903524197930427,0.91,0.241364941960688,0.7634592694704161,0.94,0.16681606158403325,0.8367183573149263,0.93,0.1826023729477446,0.8173976270522554,0.92
39,4,0.9234545454545454,0.2198074739412828,0.8546,0.841,1.4770981410417066,638.0140218734741,0.9737136407775723,0.21669928159911273,0.7834052455416599,0.82,0.10540520985802665,0.8945947901419733,0.92,0.3450595830021653,0.6656688406764324,0.72,0.43153465692993515,0.5703643706172358,0.83,0.2063042076722838,0.7936957923277163,0.81,0.3924690780316501,0.6125991659044007,0.73,0.18328866606671634,0.8167113339332837,0.78,0.1740364848568746,0.8259635151431254,0.97,0.1288590662564296,0.8711409337435704,0.9,0.18564136346414967,0.8162744358597529,0.93
40,4,0.928,0.21256602183255283,0.8651,0.852,1.4839293231812414,652.8152163028717,0.9722114430790287,0.2339507802836272,0.77045380890364,0.73,0.1125997848337774,0.8874002151662226,0.84,0.29137754674221195,0.7140445713560248,0.86,0.42432953040440413,0.5783681293819533,0.85,0.19835030756718858,0.8022074990355555,0.82,0.3782894492669161,0.6302574402544387,0.77,0.1606381399328394,0.8393618600671606,0.94,0.17266678924707501,0.827333210752925,0.89,0.13626915174549944,0.8637308482545005,0.9,0.15369424023963293,0.8482615503355276,0.92
41,4,0.9280909090909091,0.2127731953642585,0.8514,0.851,1.490940726890544,667.4489877223969,0.9714783199902904,0.24145699722345831,0.7589113865112669,0.91,0.09278873999359041,0.9072112600064096,0.95,0.29841328305625464,0.6978346801005564,0.82,0.41907581641490377,0.5859872308278153,0.73,0.2131496812487671,0.7829576634617825,0.75,0.3582526667931572,0.642990792137679,0.85,0.16824827649492533,0.8317517235050746,0.79,0.16875844518112582,0.8312415548188742,0.93,0.11395426083178135,0.8806562961976323,0.85,0.1539087548884455,0.8460912451115545,0.93
42,4,0.9404545454545454,0.17295836170695045,0.874,0.87,1.4972866564370557,682.0880012512207,0.9741854014696618,0.17058229141294695,0.8236037550986809,0.81,0.08407215155077295,0.9101138949608549,0.88,0.24307455223183647,0.7569254477681635,0.87,0.36005075037111206,0.6411542192068991,0.74,0.17927724929515618,0.8207227507048438,0.9,0.3108211776084635,0.6961233325243039,0.84,0.16383824072190056,0.8399028247081861,0.87,0.13770607298613677,0.8622939270138632,0.92,0.10863847757397263,0.8913615224260274,0.92,0.13280177964686626,0.8684256740506932,0.95
43,4,0.943,0.1632481556588953,0.8416,0.852,1.5040655609486833,696.742066860199,0.9724241031734484,0.19046921069668823,0.8073539105460568,0.88,0.08545377517980553,0.9145462248201944,0.99,0.2232350822188553,0.7767649177811446,0.78,0.33144118335791106,0.669564054520844,0.82,0.158440912370658,0.8415590876293421,0.87,0.27840072701165325,0.7161526532226437,0.88,0.12400838144420176,0.8759916185557982,0.84,0.12958686885970164,0.8704131311402984,0.75,0.09592248983447695,0.9040775101655231,0.94,0.11556512370433729,0.8844348762956628,0.77
44,4,0.9444545454545454,0.15885810007290407,0.8578,0.865,1.51040555535566,711.9462130069733,0.9742095450160398,0.15689536690885245,0.8431046330911476,0.77,0.08115957833829164,0.9188404216617083,0.92,0.2393132041663278,0.7643442636702297,0.87,0.32209527145443095,0.6820494040554432,0.74,0.14384295502379754,0.856229612245062,0.91,0.28004821908097105,0.7232578932361807,0.65,0.11582291448593064,0.8841770855140694,0.94,0.12688265803594836,0.8731173419640517,0.97,0.09216261068641596,0.907837389313584,0.94,0.11515458222941583,0.8819202706197461,0.94
45,4,0.9533636363636364,0.13758053983883425,0.8755,0.873,1.5164502950533345,727.0226929187775,0.9754106112631451,0.14692295021052623,0.8530770497894737,0.84,0.07507830264709947,0.9259806417889073,0.98,0.20753895105702022,0.794123528526587,0.87,0.2892762144139513,0.7049098320976767,0.68,0.1383327974374054,0.8627558633794082,0.86,0.2642250779940378,0.7379013502829557,0.8,0.11983116262160555,0.8801808567243211,0.93,0.12522314340772872,0.8747768565922712,0.94,0.08130340868008842,0.9186965913199115,0.9,0.08642338107833787,0.9135766189216621,0.93
46,5,0.8713636363636363,0.3829698907028545,0.8647,0.858,1.5251294655533345,741.5793402194977,0.9646940136363452,0.4081343309953809,0.6062378687784076,0.76,0.17560483793748394,0.8233565206319052,0.95,0.5294897483152792,0.4924539386912054,0.85,0.5794428470436224,0.4378068307198064,0.74,0.4166412421902858,0.5891477833881021,0.82,0.6347224573539787,0.40565081809235864,0.84,0.3035609207035186,0.6964390792964814,0.86,0.3331962276884994,0.6777555075640584,0.9,0.25860718634963675,0.7450584050455418,0.93,0.23442559634256827,0.7676426002757115,0.93
47,5,0.9043636363636364,0.28294015060771593,0.8456,0.841,1.5320882105998461,756.2481997013092,0.9716925300960159,0.2883062426563959,0.7150131344665275,0.79,0.13228737492004336,0.867848964467185,0.9,0.3804608920838164,0.6250765630812926,0.78,0.4756268223877563,0.5309748078674771,0.57,0.2986076881832898,0.7034826210651244,0.88,0.5312024156974499,0.48564866709327975,0.79,0.22268321190968826,0.7773167880903117,0.87,0.24574375636591358,0.7544230895102035,1.0,0.2112901970454533,0.7853865182620042,0.94,0.19264315647549582,0.8095632452940091,0.89
48,5,0.92,0.23449825768037275,0.8532,0.838,1.5385001095765902,770.9348335266113,0.9739170445104101,0.23895991763619837,0.7665512802967325,0.84,0.11358023150681915,0.8864197684931808,0.88,0.3423742381727247,0.66368872550151,0.58,0.4455244918137269,0.5636196861498405,0.66,0.23459036198720812,0.7654096380127918,0.81,0.4545783829810314,0.5516462721537019,0.85,0.19387751496004396,0.8061224850399561,0.88,0.21152014852376916,0.7884798514762309,0.99,0.14567330251909796,0.8543266974809021,0.92,0.15468406246780136,0.8453159375321987,0.97
49,5,0.9267272727272727,0.21541130458224902,0.8311,0.841,1.545378300983567,785.9474050998688,0.9720202141412786,0.22551906138095398,0.774480938619046,0.74,0.08723864029118801,0.9069474062204399,0.96,0.31079075902667935,0.6940055900053013,0.75,0.41344818191299604,0.5918430111176053,0.68,0.2489451728409243,0.7528632390123338,0.95,0.41841278342140276,0.5853491193766511,0.86,0.1729474285200203,0.8270525714799797,0.7,0.1920993337624295,0.8092087241279524,0.91,0.1344448948154507,0.8674841589180645,0.95,0.1335895219641781,0.8678716859024906,0.91
50,5,0.9312727272727273,0.19663437158411198,0.8698,0.877,1.552039065495195,801.2940635681152,0.9729046847254522,0.19938919062152244,0.8006108093784775,0.82,0.09006440918827037,0.9099355908117296,0.93,0.2646481016939127,0.7362042350232937,0.86,0.35595057406571023,0.6446350845399984,0.72,0.20564568344961182,0.7967538262797292,0.93,0.3881569410197783,0.6170119744682208,0.8,0.16093669859841359,0.8401940195329844,0.9,0.16270676226934505,0.8387517058628958,0.96,0.11826795875467089,0.8817320412453291,0.96,0.12933491549771386,0.8716887263547315,0.89
51,5,0.9404545454545454,0.17711895524371754,0.8607,0.859,1.5585071359719391,815.7942705154419,0.9736885445387792,0.1726206412733814,0.8174129076583614,0.79,0.08728664289596243,0.9068994036156655,0.94,0.23750471692467326,0.7624952830753268,0.79,0.328980503798744,0.6726774395941648,0.71,0.18578995556941494,0.809648620175214,0.89,0.34864596776166107,0.6475842900433426,0.83,0.15869278693097905,0.841307213069021,0.91,0.1586827791599167,0.8416293717509266,0.92,0.09738066691229612,0.9026193330877039,0.89,0.12593576678316526,0.8757192365759862,0.92
52,5,0.9466363636363636,0.15396345621889287,0.8619,0.868,1.5647454436928694,830.3326590061188,0.9746231961536591,0.1667121073832129,0.827473939128415,0.73,0.06700391972626835,0.9329960802737317,0.92,0.1982954487036697,0.8027022741383029,0.9,0.28001862175784314,0.7199813782421569,0.77,0.16180156296942122,0.8323844835422066,0.86,0.2894700561740793,0.7047159903375486,0.86,0.12086873802746954,0.8800465869377191,0.87,0.1400518339688397,0.8548216710302323,0.92,0.11170847873248466,0.8882915212675153,0.89,0.10495023513371855,0.8950497648662814,0.96
53,5,0.9495454545454546,0.1400964270179922,0.862,0.872,1.5710918279486832,844.9809272289276,0.974183551758284,0.1340832647334156,0.8659167352665844,0.81,0.06534280444686486,0.9288432420647631,0.96,0.19411137779270363,0.805957272203455,0.83,0.26788904534945224,0.7331251623352643,0.81,0.14208383746391032,0.8579161625360897,0.92,0.2738679714100219,0.7267752687479261,0.85,0.10552998531987447,0.8944700146801255,0.87,0.11818403367502724,0.8818159663249727,0.89,0.0975309602793057,0.9024690397206943,0.9,0.1023498295771153,0.8976501704228848,0.88
54,5,0.952,0.13997924785180527,0.8641,0.86,1.577222354471939,859.7158739566803,0.9750616391471861,0.11911100788085266,0.8808889921191473,0.81,0.05824976225318588,0.9417502377468141,0.94,0.18751762751767379,0.8126589283709236,0.79,0.27557047905378734,0.7246196826345959,0.76,0.1532929875652054,0.8467070124347946,0.85,0.2825020185650088,0.7175550535754409,0.85,0.10335968955881304,0.89805582510994,0.88,0.1411329956723886,0.859982529512287,0.93,0.08075290090501307,0.9192470990949869,0.9,0.09835096042081924,0.9070755233711087,0.89
55,5,0.9589090909090909,0.11904272490739823,0.847,0.853,1.5830117001347297,875.1564729213715,0.9764495283247432,0.11659117804591132,0.8834088219540887,0.8,0.05381979745060943,0.9461802025493906,0.92,0.169381512500898,0.8253332091898787,0.83,0.24958520458718805,0.750414795412812,0.66,0.1188384261984665,0.8753476203131614,0.85,0.23808705197379187,0.7628147053108605,0.89,0.09674169587243489,0.8928976771472493,0.92,0.10598310149433991,0.888202945017288,0.92,0.07729190991347762,0.9227080900865224,0.81,0.07656527454343821,0.9234347254565618,0.93
